Event Name Clean,Date,Start Time,End Time,Day of Week,Month,Month Number,Season,Week of Year,Is Weekend,Start Hour,Time of Day,Duration (hours),Duration Category,Artists,Number of Artists,Has Artists,Venue,Venue Clean,Is TBA Venue,Number of guests attending,Attendance Category,Has Attendance Data,Genres,Primary Genre,Number of Genres,Genre IDs,Event URL,Promoter/Series,Is Cancelled
"VTK173: Drunken Kong, LUIS MIRANDA",2025-03-29,2025-03-29 23:59:00,2025-03-30 06:00:00,Saturday,March,3,Spring,13,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"Drunken Kong, LUIS MIRANDA",2,True,Vantek Warehouse,Vantek Warehouse,False,154,Large (150-300),True,Techno,Techno,1,5,/events/2085484,VTK173,False
"JunoFest feat. TOR, Sydney Blu, Murge, Destrata & Guests - Vancouver",2025-03-29,2025-03-29 22:00:00,2025-03-30 03:00:00,Saturday,March,3,Spring,13,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Tor (6), Sydney Blu, Murge, Phil Austrom, mr. stee, Jk Gaultier, Kon Radd, Destrata, HomeSick",9,True,The Pearl,The Pearl,False,31,Small (0-50),True,"Techno, Electronica",Techno,2,"5, 75",/events/2116990,"JunoFest feat. TOR, Sydney Blu, Murge, Destrata & Guests",False
Tumblin' presents: IT'S A PARTY DAMMIT,2025-03-29,2025-03-29 20:00:00,2025-03-30 03:00:00,Saturday,March,3,Spring,13,True,20,Evening (5pm-10pm),7.0,Long (6+ hrs),"mykissera, Worldwide Wojtek, Andre Rose",3,True,The Well Studios,The Well Studios,False,76,Medium (50-150),True,,Unknown,0,,/events/2119995,Tumblin' presents,False
Not Normal feat. Janeret,2025-03-29,2025-03-29 23:00:00,2025-03-30 06:00:00,Saturday,March,3,Spring,13,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Janeret, just evan",2,True,TBA - Vancouver,Vancouver,True,69,Medium (50-150),True,"House, Minimal",House,2,"6, 18",/events/2115623,Other,False
Disco Fairies 2 year anniversary - Karsten Sollors & Tommy Hart,2025-03-29,2025-03-29 22:00:00,2025-03-30 06:00:00,Saturday,March,3,Spring,13,True,22,Late Night (10pm-6am),8.0,Long (6+ hrs),"Karsten Sollors, Tommy Hart, Fisher Bryce, ZIGGY ZAYA",4,True,Industrial 236,Industrial 236,False,8,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2135368,Disco Fairies 2 year anniversary,False
Mansion W/Gab Rhome & Rasi Z,2025-03-29,2025-03-29 22:00:00,2025-03-30 03:00:00,Saturday,March,3,Spring,13,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Gab Rhome, Rasi Z",2,True,TBA - Mansion Nightclub,Mansion Nightclub,True,2,Small (0-50),True,Club,Club,1,39,/events/2118208,Other,False
"GIRLZ - a night for the girlz, gayz & theyz",2025-03-29,2025-03-29 20:00:00,2025-03-30 01:00:00,Saturday,March,3,Spring,13,True,20,Evening (5pm-10pm),5.0,Medium (3-6 hrs),"Tully, Queen Quan",2,True,TBA - Vancouver,Vancouver,True,2,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2128858,GIRLZ,False
Gorg-O-Mish Presents: Alfonso Tan & Chris Corkal,2025-03-29,2025-03-29 02:00:00,2025-03-29 08:00:00,Saturday,March,3,Spring,13,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Alfonso Tan, Chris Corkal",2,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2131028,Gorg-O-Mish Presents,False
TINY PYRAMIDS plays the music of SUN RA + JPC & the BATTERY w/ COLE SCHMIDT + Mood Hut DJs,2025-03-29,2025-03-29 20:00:00,2025-03-29 23:59:00,Saturday,March,3,Spring,13,True,20,Evening (5pm-10pm),3.9833333333333334,Medium (3-6 hrs),,0,False,TBA - The China Cloud,The China Cloud,True,1,Small (0-50),True,Jazz,Jazz,1,29,/events/2131181,Other,False
Non-Stop Disco Party,2025-03-29,2025-03-29 22:30:00,2025-03-30 02:00:00,Saturday,March,3,Spring,13,True,22,Late Night (10pm-6am),3.5,Medium (3-6 hrs),,0,False,Fox Cabaret,Fox Cabaret,False,1,Small (0-50),True,Disco,Disco,1,21,/events/2135371,Other,False
LULLABY,2025-03-29,2025-03-29 23:59:00,2025-03-30 06:00:00,Saturday,March,3,Spring,13,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - 455 Granville Street,455 Granville Street,True,1,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2135418,Other,False
Man Up's 17th Anniversary,2025-03-29,2025-03-29 21:00:00,2025-03-30 02:00:00,Saturday,March,3,Spring,13,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,0,No data,False,"Club, Electronica",Club,2,"39, 75",/events/2135422,Other,False
"James K (live), Dalilah (live), 22gsn",2025-03-30,2025-03-30 19:00:00,2025-03-30 23:59:00,Sunday,March,3,Spring,13,True,19,Evening (5pm-10pm),4.983333333333333,Medium (3-6 hrs),james K,1,True,Red Gate Arts Society,Red Gate Arts Society,False,163,Large (150-300),True,"Downtempo, Experimental",Downtempo,2,"22, 25",/events/2110130,Other,False
"Gorg-O-Mish Presents: Doza, Thomas Workshop & Ingrid Hakanson",2025-03-30,2025-03-30 02:00:00,2025-03-30 08:00:00,Sunday,March,3,Spring,13,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Doza, Thomas Workshop",2,True,Gorg-O-Mish,Gorg-O-Mish,False,2,Small (0-50),True,"House, Deep House",House,2,"6, 20",/events/2131041,Gorg-O-Mish Presents,False
Infidels Jazz Presents: Let The Monkeys Dance at the Hot Deli,2025-04-01,2025-04-01 19:00:00,2025-04-01 22:00:00,Tuesday,April,4,Spring,14,False,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,3,Small (0-50),True,"Experimental, Jazz",Experimental,2,"25, 29",/events/2102034,Infidels Jazz Presents,False
Dice Thursdays with J Squeezy & Dom Duchamp,2025-04-03,2025-04-03 20:00:00,2025-04-03 23:59:00,Thursday,April,4,Spring,14,False,20,Evening (5pm-10pm),3.9833333333333334,Medium (3-6 hrs),,0,False,Boogie Van,Boogie Van,False,2,Small (0-50),True,"Funk / Soul, Club",Funk / Soul,2,"26, 39",/events/2139858,Other,False
Trym,2025-04-04,2025-04-04 23:00:00,2025-04-05 04:00:00,Friday,April,4,Spring,14,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),Trym,1,True,Industrial 236,Industrial 236,False,436,Very Large (300+),True,Techno,Techno,1,5,/events/2107255,Other,False
David Vunk with Lemurian Time Warriors (Live) & Paradise Boyz,2025-04-04,2025-04-04 23:00:00,2025-04-05 04:00:00,Friday,April,4,Spring,14,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"David Vunk, DJ D.Dee",2,True,Industrial 236,Industrial 236,False,372,Very Large (300+),True,"EBM, Industrial",EBM,2,"43, 47",/events/2111247,Other,False
VANTEK - FNCTN - Mlndrx: WAX ALL NIGHT,2025-04-04,2025-04-04 23:00:00,2025-04-05 06:00:00,Friday,April,4,Spring,14,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Ev O'Reilly, Lalo Campo, Tienn, ni.a.m",4,True,Vantek Warehouse,Vantek Warehouse,False,108,Medium (50-150),True,,Unknown,0,,/events/2134215,VANTEK - FNCTN - Mlndrx,False
"NOOSH - Bruce Zalcer, NIMAHA, Marist & mikubat",2025-04-04,2025-04-04 22:00:00,2025-04-05 03:00:00,Friday,April,4,Spring,14,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Bruce Zalcer, NIMAHA, Marist, mikubat",4,True,The Pearl,The Pearl,False,38,Small (0-50),True,Techno,Techno,1,5,/events/2119361,NOOSH,False
"T Party - ANTI-NOTHING, Cheap Flavor, Nymphe b2b internetgore, evidence doll, EtOH",2025-04-04,2025-04-04 20:30:00,2025-04-05 02:00:00,Friday,April,4,Spring,14,True,20,Evening (5pm-10pm),5.5,Medium (3-6 hrs),"ANTI-NOTHING, EtOH",2,True,Red Gate Arts Society,Red Gate Arts Society,False,7,Small (0-50),True,"Techno, Club",Techno,2,"5, 39",/events/2138649,T Party,False
DEPARTAMENTO,2025-04-04,2025-04-04 23:59:00,2025-04-05 06:00:00,Friday,April,4,Spring,14,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - 455 Granville Street,455 Granville Street,True,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2139860,Other,False
Fleetmac Wood present Leather & Lace Disco - Vancouver,2025-04-05,2025-04-05 22:00:00,2025-04-06 02:00:00,Saturday,April,4,Spring,14,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Fleetmac Wood, Roxanne Roll, Alex Oxley",3,True,Hollywood Theatre,Hollywood Theatre,False,230,Large (150-300),True,Disco,Disco,1,21,/events/2042105,Fleetmac Wood present Leather & Lace Disco,False
A BLEACH PARTY?? V4.0 // Dairy Free & Ciel,2025-04-05,2025-04-05 23:00:00,2025-04-06 04:00:00,Saturday,April,4,Spring,14,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Dairy Free, Ciel",2,True,Platform9,Platform9,False,182,Large (150-300),True,,Unknown,0,,/events/2136367,Other,False
"Global Spring with Minzi Roberta, Handsome Tiger, Rammie and Lil Cis",2025-04-05,2025-04-05 23:00:00,2025-04-06 06:00:00,Saturday,April,4,Spring,14,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),,0,False,Vantek Warehouse,Vantek Warehouse,False,19,Small (0-50),True,"Baile Funk, Amapiano",Baile Funk,2,"34, 61",/events/2109172,Other,False
Public Disco Blossom Block Party,2025-04-05,2025-04-05 14:00:00,2025-04-05 21:00:00,Saturday,April,4,Spring,14,True,14,Afternoon (12pm-5pm),7.0,Long (6+ hrs),"Dairy Free, Esette, Abasi",3,True,TBA - Bentall Centre Dunsmuir Patio,Bentall Centre Dunsmuir Patio,True,15,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2133148,Other,False
Liminal Space Ep.13,2025-04-05,2025-04-05 16:00:00,2025-04-05 18:00:00,Saturday,April,4,Spring,14,True,16,Afternoon (12pm-5pm),2.0,Short (< 3 hrs),"Bronsön, Martello Give",2,True,TBA - Bside Radio,Bside Radio,True,11,Small (0-50),True,"Techno, Electro",Techno,2,"5, 16",/events/2123710,Other,False
Synesthesia #14,2025-04-05,2025-04-05 19:30:00,2025-04-05 21:30:00,Saturday,April,4,Spring,14,True,19,Evening (5pm-10pm),2.0,Short (< 3 hrs),"The Ryze, Xiumei",2,True,The Beaumont Studios,The Beaumont Studios,False,4,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2139851,Other,False
MASHKAWOW - EtOH & Brendocha,2025-04-05,2025-04-05 14:00:00,2025-04-05 16:00:00,Saturday,April,4,Spring,14,True,14,Afternoon (12pm-5pm),2.0,Short (< 3 hrs),"EtOH, Brendocha",2,True,Bside Radio,Bside Radio,False,4,Small (0-50),True,"Techno, Baile Funk",Techno,2,"5, 34",/events/2141653,MASHKAWOW,False
EVAN ESPINOZA ALL NIGHT LONG,2025-04-05,2025-04-05 23:59:00,2025-04-06 06:00:00,Saturday,April,4,Spring,14,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),Evan Espinoza,1,True,TBA - 455 Granville Street,455 Granville Street,True,3,Small (0-50),True,"Disco, Club",Disco,2,"21, 39",/events/2139861,Other,False
MAYHEM: Lady Gaga Dance Party,2025-04-05,2025-04-05 21:00:00,2025-04-06 02:00:00,Saturday,April,4,Spring,14,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,2,Small (0-50),True,Pop,Pop,1,30,/events/2139868,MAYHEM,False
Gorg-O-Mish Presents: Macca Grills & Law Mark,2025-04-05,2025-04-05 02:00:00,2025-04-05 08:00:00,Saturday,April,4,Spring,14,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Macca Grills, Law Mark",2,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Techno, Tech House",Techno,2,"5, 15",/events/2139852,Gorg-O-Mish Presents,False
All My Friends,2025-04-05,2025-04-05 21:00:00,2025-04-06 02:00:00,Saturday,April,4,Spring,14,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,1,Small (0-50),True,Disco,Disco,1,21,/events/2139864,Other,False
Gorg-O-Mish Presents: Deus & KÖL,2025-04-06,2025-04-06 02:00:00,2025-04-06 08:00:00,Sunday,April,4,Spring,14,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Deus, KÖL (CA)",2,True,Gorg-O-Mish,Gorg-O-Mish,False,3,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2139854,Gorg-O-Mish Presents,False
17th AMS Block Party,2025-04-08,2025-04-08 18:00:00,2025-04-08 22:00:00,Tuesday,April,4,Spring,15,False,18,Evening (5pm-10pm),4.0,Medium (3-6 hrs),Steve Aoki,1,True,TBA - UBC AMS Plaza,UBC AMS Plaza,True,1,Small (0-50),True,"House, Pop",House,2,"6, 30",/events/2139932,Other,False
Vibe Corridor with DJ D.DEE,2025-04-09,2025-04-09 21:00:00,2025-04-10 01:00:00,Wednesday,April,4,Spring,15,False,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),DJ D.Dee,1,True,The Lido,The Lido,False,2,Small (0-50),True,"Downtempo, Balearic",Downtempo,2,"22, 35",/events/2145189,Other,False
VANTEK X RESILIENT: Marco Bailey,2025-04-11,2025-04-11 23:00:00,2025-04-12 06:00:00,Friday,April,4,Spring,15,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Marco Bailey, Eddie Santini, Fizch",3,True,Vantek Warehouse,Vantek Warehouse,False,105,Medium (50-150),True,Techno,Techno,1,5,/events/2122533,VANTEK X RESILIENT,False
HARBOUR X RTR: Vendex,2025-04-11,2025-04-11 21:00:00,2025-04-12 04:00:00,Friday,April,4,Spring,15,True,21,Evening (5pm-10pm),7.0,Long (6+ hrs),"Vendex, Behrad Tehrani, MED!C, Bÿständer, HEU (CA), Cataria",6,True,"TBA -  Harbour Theater  760 Pacific Blvd, Vancouver","Harbour Theater  760 Pacific Blvd, Vancouver",True,23,Small (0-50),True,Techno,Techno,1,5,/events/2126329,HARBOUR X RTR,False
Infidels Presents: Harmolodic League ft. Jamaaladeen Tacuma & Dave Bryant,2025-04-11,2025-04-11 19:00:00,2025-04-11 22:00:00,Friday,April,4,Spring,15,True,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,TBA - Kingsway Club - 395 Kingsway,Kingsway Club - 395 Kingsway,True,6,Small (0-50),True,Jazz,Jazz,1,29,/events/2135404,Infidels Presents,False
Sina Bathaie Live in Vancouver,2025-04-11,2025-04-11 19:30:00,2025-04-12 01:00:00,Friday,April,4,Spring,15,True,19,Evening (5pm-10pm),5.5,Medium (3-6 hrs),Sina Bathaie,1,True,Harbour Event Centre,Harbour Event Centre,False,3,Small (0-50),True,"Progressive House, Downtempo",Progressive House,2,"1, 22",/events/2104436,Other,False
LULLABY PRESENTS: XTC RELEASE PARTY,2025-04-11,2025-04-11 23:59:00,2025-04-12 06:00:00,Friday,April,4,Spring,15,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),87DOVE,1,True,TBA - 455 Granville Street,455 Granville Street,True,2,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2145240,LULLABY PRESENTS,False
VMO Chamber Orchestra Concert,2025-04-11,2025-04-11 19:30:00,2025-04-11 21:30:00,Friday,April,4,Spring,15,True,19,Evening (5pm-10pm),2.0,Short (< 3 hrs),,0,False,TBA - Playhouse Theatre (600 Hamilton Street),Playhouse Theatre (600 Hamilton Street),True,1,Small (0-50),True,Classical,Classical,1,38,/events/2136300,Other,False
Cheap and Cheerful // queer dance party,2025-04-11,2025-04-11 22:00:00,2025-04-12 02:00:00,Friday,April,4,Spring,15,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),DJ Audacity,1,True,The Birdhouse,The Birdhouse,False,0,No data,False,"Club, Electronica",Club,2,"39, 75",/events/2145250,Other,False
"VANTEK: Church of Molly, Mavri Gata, David Alcaniz, Devonn",2025-04-12,2025-04-12 23:00:00,2025-04-13 06:00:00,Saturday,April,4,Spring,15,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),David Alcaniz,1,True,Vantek Warehouse,Vantek Warehouse,False,380,Very Large (300+),True,Techno,Techno,1,5,/events/2133163,VANTEK,False
Dixon (Innervisions) w/ Siavash - Vancouver,2025-04-12,2025-04-12 22:00:00,2025-04-13 06:00:00,Saturday,April,4,Spring,15,True,22,Late Night (10pm-6am),8.0,Long (6+ hrs),"Dixon, Siavash",2,True,Industrial 236,Industrial 236,False,260,Large (150-300),True,"Techno, Electronica",Techno,2,"5, 75",/events/2112910,Dixon (Innervisions) w/ Siavash,False
Masters of Puppets Canada Teaser: Vancouver,2025-04-12,2025-04-12 21:00:00,2025-04-13 05:00:00,Saturday,April,4,Spring,15,True,21,Evening (5pm-10pm),8.0,Long (6+ hrs),,0,False,TBA - upon ticket purchase,upon ticket purchase,True,74,Medium (50-150),True,Psytrance,Psytrance,1,76,/events/2106194,Masters of Puppets Canada Teaser,False
ZAP and FRIENDS,2025-04-12,2025-04-12 23:00:00,2025-04-13 04:00:00,Saturday,April,4,Spring,15,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),ZAP! Deejays,1,True,TBA - VANCOUVER,VANCOUVER,True,15,Small (0-50),True,,Unknown,0,,/events/2141504,Other,False
"BLACK BOX: Pip, Nico Bompadre, Jesse Walker",2025-04-12,2025-04-12 21:00:00,2025-04-13 02:00:00,Saturday,April,4,Spring,15,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Jesse Walker,1,True,The Lido,The Lido,False,10,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2132256,BLACK BOX,False
TECHNIZA,2025-04-12,2025-04-12 23:59:00,2025-04-13 06:00:00,Saturday,April,4,Spring,15,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"Marist, Mario DV",2,True,TBA - 455 Granville Street,455 Granville Street,True,3,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2145238,Other,False
Gorg-O-Mish Presents: OKI & Jared Love,2025-04-12,2025-04-12 02:00:00,2025-04-13 08:00:00,Saturday,April,4,Spring,15,True,2,Late Night (10pm-6am),30.0,Long (6+ hrs),Jared Love,1,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2145226,Gorg-O-Mish Presents,False
Gorg-O-Mish Presents: Eric Allen & Downshift,2025-04-13,2025-04-13 02:00:00,2025-04-13 08:00:00,Sunday,April,4,Spring,15,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),,0,False,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Tech House, Minimal Techno",Tech House,2,"15, 77",/events/2145232,Gorg-O-Mish Presents,False
Vibe Corridor with Slim Media Player,2025-04-16,2025-04-16 21:00:00,2025-04-17 01:00:00,Wednesday,April,4,Spring,16,False,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),Slim Media Player,1,True,The Lido,The Lido,False,2,Small (0-50),True,"Downtempo, Balearic",Downtempo,2,"22, 35",/events/2145192,Other,False
Nordic Trax: RELEASE: Easter Weekend,2025-04-17,2025-04-17 22:00:00,2025-04-18 03:00:00,Thursday,April,4,Spring,16,False,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),Jesse Hills,1,True,"TBA - The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC","The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC",True,31,Small (0-50),True,"Deep House, Disco",Deep House,2,"20, 21",/events/2140230,Nordic Trax,False
basement___open house,2025-04-17,2025-04-17 22:00:00,2025-04-18 04:00:00,Thursday,April,4,Spring,16,False,22,Late Night (10pm-6am),6.0,Long (6+ hrs),,0,False,TBA - Under Feel Good ,Under Feel Good,True,236,Large (150-300),True,"Techno, House",Techno,2,"5, 6",/events/2144003,Other,False
Pacific Rhythm meets Bar Gobo,2025-04-17,2025-04-17 21:00:00,2025-04-17 23:59:00,Thursday,April,4,Spring,16,False,21,Evening (5pm-10pm),2.9833333333333334,Short (< 3 hrs),DJ D.Dee,1,True,Bar Gobo,Bar Gobo,False,5,Small (0-50),True,"Funk / Soul, Jazz",Funk / Soul,2,"26, 29",/events/2149610,Other,False
Lightside + Darkside,2025-04-17,2025-04-17 19:30:00,2025-04-18 02:00:00,Thursday,April,4,Spring,16,False,19,Evening (5pm-10pm),6.5,Long (6+ hrs),,0,False,The Cobalt,The Cobalt,False,1,Small (0-50),True,"House, R&B",House,2,"6, 56",/events/2120768,Other,False
Dice Thursday with Neighbour & Civillian,2025-04-17,2025-04-17 21:00:00,2025-04-17 23:59:00,Thursday,April,4,Spring,16,False,21,Evening (5pm-10pm),2.9833333333333334,Short (< 3 hrs),,0,False,Boogie Van,Boogie Van,False,1,Small (0-50),True,"Funk / Soul, Club",Funk / Soul,2,"26, 39",/events/2150773,Other,False
"VANTEK: BLANKA, Bronsön, Walter Wack",2025-04-18,2025-04-18 23:59:00,2025-04-19 06:00:00,Friday,April,4,Spring,16,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"BLANKA, Walter Wack, Bronsön",3,True,Vantek Warehouse,Vantek Warehouse,False,95,Medium (50-150),True,Techno,Techno,1,5,/events/2095830,VANTEK,False
thump,2025-04-18,2025-04-18 22:00:00,2025-04-19 03:00:00,Friday,April,4,Spring,16,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Brendocha, buny, starbaby, EtOH",4,True,TBA - SECRET,SECRET,True,117,Medium (50-150),True,"Experimental, Club",Experimental,2,"25, 39",/events/2132331,Other,False
MikeyLikesIt presents Robbie Akbal,2025-04-18,2025-04-18 23:00:00,2025-04-19 05:00:00,Friday,April,4,Spring,16,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Robbie Akbal, Gentt",2,True,Platform9,Platform9,False,50,Medium (50-150),True,"Deep House, Afro House",Deep House,2,"20, 72",/events/2144994,MikeyLikesIt,False
Gorg-O-Mish Presents: Allya & Shadowfigure,2025-04-18,2025-04-18 02:00:00,2025-04-18 08:00:00,Friday,April,4,Spring,16,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),,0,False,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2150228,Gorg-O-Mish Presents,False
BASS COAST VANCOUVER PRE-PARTY,2025-04-19,2025-04-19 22:00:00,2025-04-20 06:00:00,Saturday,April,4,Spring,16,True,22,Late Night (10pm-6am),8.0,Long (6+ hrs),"The Librarian (CA), Martyn Bootyspoon, PRSN, Dairy Free, dj direct depøsit, DJ dood",6,True,Industrial 236,Industrial 236,False,624,Very Large (300+),True,"House, Bass",House,2,"6, 12",/events/2112236,BASS COAST VANCOUVER PRE,False
FOG - XXIII: Cleric,2025-04-19,2025-04-19 23:00:00,2025-04-20 06:00:00,Saturday,April,4,Spring,16,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Cleric, POPU, Vivienne WU",3,True,Vantek Warehouse,Vantek Warehouse,False,234,Large (150-300),True,Techno,Techno,1,5,/events/2079847,FOG - XXIII,False
"Juana (Noxeema Jackson, D.C) / Nancy Dru / DJ Hockey",2025-04-19,2025-04-19 23:00:00,2025-04-20 04:00:00,Saturday,April,4,Spring,16,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Juana, DJ Hockey, Nancy Dru, cy.matic (visuals)",4,True,TBA - Location revealed the day of event (EAST VAN),Location revealed the day of event (EAST VAN),True,74,Medium (50-150),True,Techno,Techno,1,5,/events/2111395,Other,False
Not Normal feat. Lizz,2025-04-19,2025-04-19 23:00:00,2025-04-20 06:00:00,Saturday,April,4,Spring,16,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Lizz, Sirena .';-",2,True,TBA,TBA,True,55,Medium (50-150),True,"House, Minimal",House,2,"6, 18",/events/2131967,Other,False
HOMO DEPOT ~ vol. II,2025-04-19,2025-04-19 22:00:00,2025-04-20 03:00:00,Saturday,April,4,Spring,16,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Andre Rose, INNEZZ",2,True,The Birdhouse,The Birdhouse,False,4,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2134045,Other,False
Night City,2025-04-19,2025-04-19 21:30:00,2025-04-20 02:00:00,Saturday,April,4,Spring,16,True,21,Evening (5pm-10pm),4.5,Medium (3-6 hrs),"Dose., emerencz",2,True,TBA - Oxygen Art Center,Oxygen Art Center,True,4,Small (0-50),True,"Techno, EBM",Techno,2,"5, 43",/events/2140870,Other,False
